feature_name,feature_group,f_score,p_value,adhd_mean,control_mean,mean_difference,abs_mean_difference
F3_delta_rel_mean,frequency_band,11.537519740513577,0.0009279321914718953,0.5111855365096333,0.5781032971081678,-0.06691776059853449,0.06691776059853449
F3_hjorth_mobility_mean,hjorth,11.495740270505314,0.0009471265112676985,0.3686171193021292,0.32810827362425016,0.040508845677879046,0.040508845677879046
C3_hjorth_complexity_mean,hjorth,11.443046019896562,0.0009719180197625245,2.518631727763066,2.8858148398987438,-0.3671831121356779,0.3671831121356779
occipital_alpha_rel_mean,region,11.399744664113214,0.0009927886524035922,0.11921872659997908,0.0921948284647762,0.02702389813520288,0.02702389813520288
P7_theta_beta_ratio_mean,band_ratio,11.146480756459672,0.0011244274477534206,1.482024946694457,2.4465103173786344,-0.9644853706841774,0.9644853706841774
P7_mean_std,time_domain,11.070185297959057,0.0011675009957971998,2.13108425548829e-15,3.1232661060008514e-15,-9.921818505125615e-16,9.921818505125615e-16
P3_skew_std,time_domain,11.064099672613468,0.0011710088947037805,0.3973847869359304,0.5275016077430765,-0.13011682080714615,0.13011682080714615
central_hjorth_complexity_mean,region,11.048815033326793,0.0011798671561268502,2.542906332428223,2.843324162175562,-0.30041782974733877,0.30041782974733877
Fz_hjorth_complexity_mean,hjorth,10.850351695422612,0.0013013436819112453,2.5629206172308843,2.875169268229804,-0.3122486509989195,0.3122486509989195
T7_theta_alpha_ratio_mean,band_ratio,10.72901334564333,0.0013818759511260688,2.277941461962175,3.056830191057176,-0.7788887290950011,0.7788887290950011
T8_hjorth_mobility_mean,hjorth,10.66221568858242,0.0014283786169728481,0.4364956213370815,0.37252001151184955,0.06397560982523193,0.06397560982523193
P7_theta_abs_mean,frequency_band,10.463116594969138,0.0015767663359397294,2234.0537746616,4603.562864582334,-2369.5090899207344,2369.5090899207344
T8_zero_crossing_rate_mean,time_domain,10.233173321740349,0.0017680383461596543,0.14863615951392367,0.12789018712578867,0.020745972388134998,0.020745972388134998
Pz_skew_mean,time_domain,10.149595697623432,0.001843340959156197,0.05115161168286082,-0.01613110632316097,0.06728271800602179,0.06728271800602179
F3_skew_mean,time_domain,10.0906163912081,0.0018984607083117958,0.09230420952917537,0.004199439241376419,0.08810477028779895,0.08810477028779895
P7_theta_alpha_ratio_std,band_ratio,10.07671712245842,0.001911695631699822,1.1266012569021262,1.6798248689179762,-0.55322361201585,0.55322361201585
Pz_ptp_mean,time_domain,10.039348853281886,0.0019477506933775015,868.8742910883427,1119.2462342270478,-250.3719431387051,250.3719431387051
Pz_std_mean,time_domain,10.007648074628142,0.0019788859037773742,141.84938668306177,179.54683232040128,-37.69744563733951,37.69744563733951
Pz_rms_mean,time_domain,10.007648074628142,0.0019788859037773742,141.84938668306177,179.54683232040128,-37.69744563733951,37.69744563733951
temporal_beta_rel_mean,region,9.998527708050036,0.001987938115111752,0.1178478597796646,0.08488026767023855,0.03296759210942604,0.03296759210942604
T8_delta_rel_mean,frequency_band,9.982679510563974,0.0020037693987730713,0.5373292559519937,0.6068707815380029,-0.06954152558600923,0.06954152558600923
parietal_std_mean,region,9.916938602393824,0.0020708385736120955,134.80703919267896,166.89342801555193,-32.086388822872976,32.086388822872976
F4_line_length_mean,time_domain,9.83651166754988,0.0021560451498560803,22582.05352332047,19831.765429579144,2750.2880937413247,2750.2880937413247
F4_zero_crossing_rate_mean,time_domain,9.77744878838967,0.0022209109583888635,0.12679191946799784,0.11440572919917029,0.012386190268827549,0.012386190268827549
O1_theta_beta_ratio_mean,band_ratio,9.732303179195375,0.00227184511513296,1.894381515033062,2.814447217783907,-0.9200657027508448,0.9200657027508448
P7_theta_beta_ratio_std,band_ratio,9.720913319317473,0.002284884410142876,0.8916048064199597,1.633879461343936,-0.7422746549239764,0.7422746549239764
C3_beta_rel_mean,frequency_band,9.71629505777973,0.0022901934105635405,0.07978441879726039,0.06250563028206715,0.01727878851519324,0.01727878851519324
P3_theta_alpha_ratio_mean,band_ratio,9.614852703299105,0.0024100690225995008,1.9915317697038284,2.582717891223719,-0.5911861215198906,0.5911861215198906
P7_hjorth_activity_mean,hjorth,9.549271111319328,0.0024909909759131942,18454.990688417107,45405.35564737103,-26950.36495895392,26950.36495895392
O1_kurtosis_mean,time_domain,9.54197089914479,0.002500170323875207,0.7238447331691975,1.2479788353999688,-0.5241341022307713,0.5241341022307713
T8_hjorth_complexity_mean,hjorth,9.467710266334624,0.0025955509611891277,2.704178634206101,3.08100611138543,-0.37682747717932896,0.37682747717932896
O1_ptp_mean,time_domain,9.372624596263094,0.0027231810392121026,930.6270261549133,1218.788365280359,-288.1613391254456,288.1613391254456
F3_hjorth_complexity_mean,hjorth,9.3618995125213,0.0027379773560867356,2.6228295993954798,2.93310428883502,-0.3102746894395403,0.3102746894395403
Cz_zero_crossing_rate_mean,time_domain,9.356020420547184,0.0027461232854340996,0.12388252856081802,0.11329519939407354,0.010587329166744486,0.010587329166744486
P3_beta_rel_mean,frequency_band,9.347615408638541,0.0027578124802287566,0.09693184926253656,0.0773503399306588,0.01958150933187776,0.01958150933187776
P3_skew_mean,time_domain,9.288777504434792,0.0028410903174362367,0.03913114051423812,-0.03030485319289744,0.06943599370713556,0.06943599370713556
O1_std_mean,time_domain,9.264915722018069,0.0028755986881421596,146.88400324191775,187.7894355209044,-40.90543227898664,40.90543227898664
O1_rms_mean,time_domain,9.264915722018069,0.0028755986881421596,146.88400324191775,187.7894355209044,-40.90543227898664,40.90543227898664
T7_gamma_rel_mean,frequency_band,9.192042705606147,0.0029836859881068093,0.017383335857860754,0.010382351019139095,0.00700098483872166,0.00700098483872166
F3_zero_crossing_rate_mean,time_domain,9.178270097200704,0.003004580152694486,0.12255982788745827,0.11067164934549875,0.011888178541959518,0.011888178541959518
frontal_hjorth_mobility_mean,region,9.158331705737458,0.0030350960032834253,0.3745639166526579,0.3400637452964438,0.03450017135621414,0.03450017135621414
T7_beta_rel_mean,frequency_band,9.123734417036077,0.0030888081709482596,0.10885452150011107,0.07392741819948657,0.0349271033006245,0.0349271033006245
O1_mean_std,time_domain,9.1126096225376,0.0031062869102433336,2.6387619751598358e-15,3.4548688631924813e-15,-8.161068880326455e-16,8.161068880326455e-16
C4_hjorth_mobility_mean,hjorth,9.10734331883107,0.0031145966171682296,0.37578661339736413,0.33953668101997336,0.03624993237739077,0.03624993237739077
F4_hjorth_mobility_mean,hjorth,9.107237490996113,0.0031147638378399025,0.38159807393605233,0.3427513095058213,0.03884676443023105,0.03884676443023105
P3_alpha_rel_mean,frequency_band,9.09050032101576,0.0031413274687183087,0.14078717427268345,0.10590131558609768,0.034885858686585766,0.034885858686585766
O1_theta_beta_ratio_std,band_ratio,9.08702799472865,0.003146867617427845,0.9695782407436964,1.5615632478677866,-0.5919850071240902,0.5919850071240902
P7_delta_abs_mean,frequency_band,9.047272238494863,0.003211021566972961,11567.443256339666,32875.92522847318,-21308.48197213351,21308.48197213351
O1_hjorth_mobility_mean,hjorth,9.038799244094648,0.003224867996865433,0.47729429952208313,0.4041589933512914,0.07313530617079173,0.07313530617079173
occipital_theta_beta_ratio_mean,region,8.802376543458651,0.0036371267931006993,1.7195887918717936,2.3793563204832213,-0.6597675286114277,0.6597675286114277
C4_skew_mean,time_domain,8.761644732004473,0.003713471283898523,0.025033022969981084,-0.06844268525388489,0.09347570822386597,0.09347570822386597
Fz_theta_alpha_ratio_std,band_ratio,8.756250423343756,0.003723705293513086,1.4060804644470053,1.8530151766296785,-0.4469347121826732,0.4469347121826732
Pz_kurtosis_mean,time_domain,8.753238451772827,0.003729432229171336,0.5878670771198041,1.0293129033859658,-0.4414458262661617,0.4414458262661617
P8_zero_crossing_rate_mean,time_domain,8.666608798671058,0.0038981012058452724,0.16624361402009669,0.14400032982650443,0.022243284193592255,0.022243284193592255
F8_gamma_rel_std,frequency_band,8.597471433105571,0.004038354742441829,0.0075794173826114536,0.005885108589170177,0.0016943087934412765,0.0016943087934412765
frontal_hjorth_complexity_mean,region,8.57009994878895,0.0040953120109034425,2.7554092477156193,2.996136525324042,-0.2407272776084226,0.2407272776084226
occipital_hjorth_mobility_mean,region,8.499887973437538,0.004245242138872011,0.4788912404793021,0.4207388750782022,0.058152365401099915,0.058152365401099915
occipital_std_mean,region,8.429760602365167,0.0044006592351328805,147.2043462028555,178.59753186836664,-31.39318566551114,31.39318566551114
P7_psd_2hz_mean,psd_bin,8.42614175930692,0.004408837142019959,4055.2769327416336,12144.528067963167,-8089.251135221533,8089.251135221533
Pz_theta_alpha_ratio_std,band_ratio,8.30417353255061,0.004693850720937969,1.0507117911465653,1.4569413616895506,-0.40622957054298525,0.40622957054298525
P7_psd_6hz_mean,psd_bin,8.258028195126794,0.004806589963216873,540.9601838020479,1075.7646400875033,-534.8044562854553,534.8044562854553
P7_alpha_rel_std,frequency_band,8.256480083071217,0.004810420389150131,0.04619921576189211,0.03729773764512504,0.008901478116767066,0.008901478116767066
T7_alpha_rel_mean,frequency_band,8.18893949310047,0.004980643516126899,0.10783050708881044,0.08179709739169111,0.026033409697119328,0.026033409697119328
Pz_hjorth_activity_mean,hjorth,8.116195383115128,0.005170964329104528,24749.14498780801,46963.68900849878,-22214.544020690773,22214.544020690773
C4_zero_crossing_rate_mean,time_domain,8.10499277020378,0.005200935529452741,0.1229017781467732,0.11226931440122861,0.01063246374554458,0.01063246374554458
central_beta_rel_mean,region,8.081912687492474,0.0052632513016140385,0.08113634231947595,0.06651738949512667,0.014618952824349274,0.014618952824349274
Cz_skew_mean,time_domain,8.073102770723603,0.005287241154339121,0.02771840486531442,-0.043058557172072784,0.0707769620373872,0.0707769620373872
Fz_zero_crossing_rate_mean,time_domain,8.068656099552687,0.0052993925995015135,0.11910618790651573,0.1091782339995204,0.00992795390699533,0.00992795390699533
Pz_delta_abs_mean,frequency_band,8.057694726518363,0.005329470370971301,13702.997554242858,31811.255572659367,-18108.25801841651,18108.25801841651
Pz_theta_alpha_ratio_mean,band_ratio,8.04971987763229,0.005351464144489051,1.9858945738427511,2.5415386639482946,-0.5556440901055435,0.5556440901055435
F7_theta_beta_ratio_std,band_ratio,8.024675495407541,0.005421146438933419,1.5459724651669213,2.2188556463290943,-0.6728831811621729,0.6728831811621729
Pz_skew_std,time_domain,7.9749930923044,0.005562173194335896,0.38132270935784734,0.4866316745965997,-0.10530896523875233,0.10530896523875233
P8_hjorth_mobility_mean,hjorth,7.911893037547188,0.005746779198052487,0.5008291254058153,0.43474061431938155,0.06608851108643371,0.06608851108643371
O1_zero_crossing_rate_mean,time_domain,7.870246958515301,0.00587208389993351,0.155050059324117,0.13323439327883785,0.021815666045279153,0.021815666045279153
P3_gamma_rel_mean,frequency_band,7.862802855245057,0.005894778052402293,0.015588967659873238,0.01188843973692411,0.003700527922949129,0.003700527922949129
P7_psd_4hz_mean,psd_bin,7.849155444467912,0.005936619816017955,1219.4535939874838,2687.3704157043057,-1467.916821716822,1467.916821716822
F4_gamma_rel_mean,frequency_band,7.813453163877614,0.006047540793828301,0.010506605235070184,0.008089536397469664,0.00241706883760052,0.00241706883760052
P3_hjorth_complexity_std,hjorth,7.721669588809171,0.006342658827171299,0.3980029897088782,0.5484117102224108,-0.15040872051353255,0.15040872051353255
F7_zero_crossing_rate_mean,time_domain,7.66780525547257,0.006522761884434973,0.1302379051649671,0.1161252904899443,0.014112614675022811,0.014112614675022811
T7_gamma_rel_std,frequency_band,7.651491971634146,0.006578346815718509,0.009027592224416191,0.006047030437167793,0.002980561787248398,0.002980561787248398
Pz_theta_beta_ratio_std,band_ratio,7.612699288241961,0.006712507081536452,1.4208116159946014,2.3173552951210485,-0.8965436791264472,0.8965436791264472
Cz_hjorth_complexity_mean,hjorth,7.530502184060522,0.007006230700455663,2.5359928013347224,2.793596340999685,-0.2576035396649625,0.2576035396649625
F7_delta_rel_std,frequency_band,7.5281202281100565,0.007014938388832471,0.13943725335646845,0.1250017788560982,0.014435474500370249,0.014435474500370249
P3_theta_beta_ratio_mean,band_ratio,7.492399245495055,0.0071468774828774674,2.562890047586575,3.49253339113203,-0.9296433435454552,0.9296433435454552
F8_zero_crossing_rate_mean,time_domain,7.477051919236886,0.007204352153636024,0.12936389296901024,0.11740299475499191,0.011960898214018328,0.011960898214018328
F3_theta_alpha_ratio_std,band_ratio,7.476777148254891,0.007205385508055476,1.3560658791944988,1.7515526203327771,-0.3954867411382783,0.3954867411382783
O1_theta_alpha_ratio_std,band_ratio,7.4420787012558005,0.007337122137999675,1.0454356198704946,1.4608639456941968,-0.41542832582370215,0.41542832582370215
P3_std_std,time_domain,7.408587953587282,0.007466643684985763,45.1337280448384,74.0457092723366,-28.911981227498195,28.911981227498195
P3_rms_std,time_domain,7.408587953587282,0.007466643684985763,45.1337280448384,74.0457092723366,-28.911981227498195,28.911981227498195
Pz_psd_2hz_mean,psd_bin,7.385582367300072,0.007556987366543804,5027.124791357095,11644.916709338966,-6617.791917981871,6617.791917981871
P3_ptp_mean,time_domain,7.354990169611244,0.007678883778809603,917.3672756588248,1157.2386731112176,-239.87139745239278,239.87139745239278
P3_P4_alpha_rel_mean_diff,asymmetry,7.308891558579183,0.007866433095128177,0.014555124331847379,-0.007038313972698273,0.021593438304545652,0.021593438304545652
F3_theta_rel_mean,frequency_band,7.216997543851765,0.008254618048542507,0.21016635597195293,0.18400752101572646,0.02615883495622648,0.02615883495622648
P3_hjorth_activity_mean,hjorth,7.183800884620422,0.008399693500872519,27671.492518164978,51936.44928424891,-24264.956766083935,24264.956766083935
O2_delta_rel_mean,frequency_band,7.059165386299216,0.008968435583140838,0.46240250215535145,0.5183594102617816,-0.055956908106430114,0.055956908106430114
F7_hjorth_mobility_mean,hjorth,7.0551122318354915,0.008987589057576675,0.37726594958026655,0.337223481425852,0.040042468154414534,0.040042468154414534
Cz_delta_rel_std,frequency_band,7.049805350143105,0.009012731379019891,0.12328916667360794,0.13574399870195933,-0.01245483202835139,0.01245483202835139
T7_ptp_mean,time_domain,7.042811887728681,0.009045975831078171,906.1539317912805,1154.7903179160705,-248.63638612479008,248.63638612479008
Fz_theta_rel_mean,frequency_band,7.03539182253895,0.009081387532927787,0.22721318350349423,0.1997193445995999,0.02749383890389434,0.02749383890389434
P8_hjorth_complexity_mean,hjorth,7.010590808478483,0.009200797396610134,2.4501157050654094,2.7721803967245844,-0.32206469165917495,0.32206469165917495
T7_std_mean,time_domain,6.9929987073748965,0.00928648663558147,138.7996578876704,174.850342236623,-36.050684348952586,36.050684348952586
T7_rms_mean,time_domain,6.9929987073748965,0.00928648663558147,138.7996578876704,174.850342236623,-36.050684348952586,36.050684348952586
Fp1_Fp2_alpha_rel_mean_diff,asymmetry,6.886777348639879,0.00982181115504654,0.005284282288323591,-0.004486217242241957,0.009770499530565548,0.009770499530565548
F3_gamma_rel_mean,frequency_band,6.8826004728938,0.009843505683362147,0.008745050598115391,0.0069189822150183275,0.0018260683830970638,0.0018260683830970638
F7_mean_std,time_domain,6.82273888208474,0.01015995802200054,2.791031653634673e-15,3.550030015953067e-15,-7.589983623183938e-16,7.589983623183938e-16
P4_hjorth_mobility_mean,hjorth,6.81540041898871,0.010199473757064433,0.3817799678194188,0.3477645481239362,0.03401541969548261,0.03401541969548261
O1_skew_std,time_domain,6.809181618617763,0.010233085525866319,0.3989340664589834,0.5030065518384732,-0.10407248537948982,0.10407248537948982
P3_delta_abs_mean,frequency_band,6.77939624526696,0.01039567635523495,15966.339548400734,34741.52192404086,-18775.182375640128,18775.182375640128
F7_gamma_rel_mean,frequency_band,6.750447241453873,0.01055627835332606,0.01462254777679177,0.010595065007853099,0.00402748276893867,0.00402748276893867
O1_delta_abs_mean,frequency_band,6.739217322234889,0.010619272239533373,16710.063291370792,35535.32324308681,-18825.259951716016,18825.259951716016
O2_hjorth_complexity_mean,hjorth,6.689591960842579,0.01090236382082232,2.352978450869155,2.6064801293672857,-0.25350167849813054,0.25350167849813054
P8_delta_rel_mean,frequency_band,6.662221479735505,0.011061850855307155,0.4984338075681405,0.557187052961425,-0.058753245393284526,0.058753245393284526
Pz_std_std,time_domain,6.610062601580025,0.011372539990213997,40.292355778981175,64.11642327018,-23.824067491198818,23.824067491198818
Pz_rms_std,time_domain,6.610062601580025,0.011372539990213997,40.29235577898118,64.11642327018,-23.82406749119881,23.82406749119881
Cz_delta_rel_mean,frequency_band,6.608528155884134,0.01138181645648308,0.47533415766976045,0.52820420335739,-0.0528700456876296,0.0528700456876296
T7_mean_std,time_domain,6.5792271454772715,0.011560475240094037,2.5945174804623654e-15,3.3580338101674463e-15,-7.635163297050809e-16,7.635163297050809e-16
O1_hjorth_activity_mean,hjorth,6.561556682160197,0.011669627947770144,29528.50035677803,53479.429082408715,-23950.928725630685,23950.928725630685
P3_theta_rel_mean,frequency_band,6.518795764514468,0.011938233084344076,0.2008323088560215,0.17561810841908618,0.025214200436935313,0.025214200436935313
Pz_mean_std,time_domain,6.505033994849284,0.012026042095075698,2.6451006535776446e-15,3.3350712065612363e-15,-6.899705529835918e-16,6.899705529835918e-16
C3_theta_rel_mean,frequency_band,6.500265149737682,0.012056627193025353,0.21157552679552938,0.18404452051670372,0.027531006278825654,0.027531006278825654
P4_mean_std,time_domain,6.4830667241619935,0.012167604616309953,2.5632991971227133e-15,3.2739383332795934e-15,-7.106391361568801e-16,7.106391361568801e-16
T7_psd_2hz_mean,psd_bin,6.48175492629089,0.01217611291631538,7064.751316453024,14194.951591134386,-7130.200274681362,7130.200274681362
F3_mean_std,time_domain,6.473041638356376,0.012232784751161001,2.5862383136741184e-15,3.2270780571143207e-15,-6.408397434402023e-16,6.408397434402023e-16
C4_delta_rel_mean,frequency_band,6.460558921541244,0.012314452640867349,0.49579659701426,0.5519096168854725,-0.05611301987121248,0.05611301987121248
F7_alpha_rel_std,frequency_band,6.456209220829027,0.012343043786856219,0.04041224802744474,0.0334851944010214,0.006927053626423339,0.006927053626423339
T8_beta_rel_mean,frequency_band,6.44765547076364,0.012399470681484571,0.12684119805921812,0.0958331171409905,0.031008080918227612,0.031008080918227612
P3_std_mean,time_domain,6.421157667178754,0.012575982733470674,148.5546900345229,181.7317727671318,-33.17708273260888,33.17708273260888
P3_rms_mean,time_domain,6.421157667178754,0.012575982733470674,148.5546900345229,181.7317727671318,-33.17708273260888,33.17708273260888
parietal_alpha_rel_mean,region,6.411460986056179,0.012641228961460188,0.12201285846441073,0.09936214078653395,0.022650717677876783,0.022650717677876783
P3_ptp_std,time_domain,6.393794811464262,0.012761008421635921,374.4823168430641,567.8410554503516,-193.35873860728753,193.35873860728753
P3_psd_2hz_mean,psd_bin,6.358515310237835,0.013003763823247784,5814.135263928657,12878.560695445149,-7064.425431516492,7064.425431516492
O1_psd_2hz_mean,psd_bin,6.3376459229321265,0.013149626823169466,6007.103697063519,12917.236492596328,-6910.13279553281,6910.13279553281
F7_psd_2hz_mean,psd_bin,6.304667040273125,0.013383616044589822,8106.496774387365,15601.093189902329,-7494.596415514964,7494.596415514964
F7_theta_beta_ratio_mean,band_ratio,6.292225482108695,0.013473015159087949,2.5113551230243534,3.173939862623498,-0.6625847395991444,0.6625847395991444
F7_theta_alpha_ratio_std,band_ratio,6.289036134510816,0.013496032462576468,1.5401319523954082,1.9510234450761432,-0.410891492680735,0.410891492680735
Fz_beta_rel_mean,frequency_band,6.258610432167105,0.01371768638990525,0.08674048994543485,0.0702501440899084,0.016490345855526445,0.016490345855526445
C4_hjorth_complexity_mean,hjorth,6.251448032954512,0.013770415346157479,2.57409446818688,2.8505613056282546,-0.27646683744137457,0.27646683744137457
F8_gamma_rel_mean,frequency_band,6.2502199885859735,0.013779477321510082,0.013119259146759444,0.010498048631774682,0.002621210514984762,0.002621210514984762
F8_hjorth_mobility_mean,hjorth,6.230123452664567,0.013928661048222393,0.3738834744888618,0.33922212010797215,0.03466135438088963,0.03466135438088963
occipital_beta_rel_mean,region,6.174284637937404,0.014352088219459722,0.14841061403595296,0.12001596595347207,0.02839464808248089,0.02839464808248089
P4_theta_beta_ratio_std,band_ratio,6.16248753553796,0.014443252904305199,1.1962375825201985,1.6649029213792603,-0.4686653388590618,0.4686653388590618
